occurrences,pct,param1,param2,param3,value1,value2,value3,nrn
0,0.0,406,1,6,93853,1,4,5686
0,0.0,406,1,6,109297,1,7,5686
0,0.0,406,1,6,139951,1,8,5686
0,0.0,406,1,6,153761,1,7,5686
0,0.0,406,1,6,20332,1,8,5686
0,0.0,406,1,6,35953,1,4,5686
0,0.0,406,1,6,45463,1,3,5686
0,0.0,406,1,6,59669,1,5,5686
0,0.0,406,1,6,76826,1,4,5686
0,0.0,406,1,6,93853,1,7,5686
0,0.0,406,1,6,109297,1,6,5686
0,0.0,406,1,6,139951,1,6,5686
0,0.0,406,1,6,153761,1,4,5686
0,0.0,406,1,7,20332,1,10,5686
0,0.0,406,1,7,35953,1,6,5686
0,0.0,406,1,7,45463,1,7,5686
0,0.0,406,1,7,59669,1,8,5686
0,0.0,406,1,7,76826,1,3,5686
0,0.0,406,1,7,93853,1,6,5686
0,0.0,406,1,7,109297,1,9,5686
0,0.0,406,1,7,139951,1,8,5686
0,0.0,406,1,7,153761,1,8,5686
0,0.0,406,1,5,20332,1,1,5686
0,0.0,406,1,5,35953,1,7,5686
0,0.0,406,1,5,45463,1,5,5686
0,0.0,406,1,5,59669,1,7,5686
0,0.0,406,1,5,76826,1,7,5686
0,0.0,406,1,5,93853,1,7,5686
0,0.0,406,1,5,109297,1,7,5686
0,0.0,406,1,5,139951,1,6,5686
0,0.0,406,1,5,153761,1,6,5686
0,0.0,406,1,0,20332,1,1,5686
0,0.0,406,1,0,35953,1,111.7,5686
0,0.0,406,1,0,45463,1,1,5686
0,0.0,406,1,0,59669,1,6.27,5686
0,0.0,406,1,0,76826,1,254.76,5686
0,0.0,406,1,0,93853,1,316.06,5686
0,0.0,406,1,0,109297,1,0,5686
0,0.0,406,1,0,139951,1,723.21,5686
0,0.0,406,1,0,153761,1,51.37,5686
0,0.0,406,1,5,20332,1,1,5686
0,0.0,406,1,5,35953,1,1,5686
0,0.0,406,1,5,45463,1,2,5686
0,0.0,406,1,5,59669,1,3,5686
0,0.0,406,1,5,76826,1,1,5686
0,0.0,406,1,5,93853,1,1,5686
0,0.0,406,1,5,109297,1,2,5686
0,0.0,406,1,5,139951,1,1,5686
0,0.0,406,1,5,153761,1,6,5686
0,0.0,406,1,7,20332,1,8,5686
0,0.0,406,1,7,35953,1,10,5686
0,0.0,406,1,7,45463,1,4,5686
0,0.0,406,1,7,59669,1,6,5686
0,0.0,406,1,7,76826,1,10,5686
0,0.0,406,1,7,93853,1,10,5686
0,0.0,406,1,7,109297,1,3,5686
0,0.0,406,1,7,139951,1,5,5686
0,0.0,406,1,7,153761,1,4,5686
0,0.0,406,1,6,20332,1,9,5686
0,0.0,406,1,6,35953,1,7,5686
0,0.0,406,1,6,45463,1,7,5686
0,0.0,406,1,6,59669,1,6,5686
0,0.0,406,1,6,76826,1,3,5686
0,0.0,406,1,6,93853,1,6,5686
0,0.0,406,1,6,109297,1,7,5686
0,0.0,406,1,6,139951,1,10,5686
0,0.0,406,1,6,153761,1,7,5686
0,0.0,406,1,8,20332,1,1,5686
0,0.0,406,1,8,35953,1,10,5686
0,0.0,406,1,8,45463,1,10,5686
0,0.0,406,1,8,59669,1,8,5686
0,0.0,406,1,8,76826,1,10,5686
0,0.0,406,1,8,93853,1,10,5686
0,0.0,406,1,8,109297,1,7,5686
0,0.0,406,1,8,139951,1,10,5686
0,0.0,406,1,8,153761,1,8,5686
0,0.0,406,1,5,20332,1,10,5686
0,0.0,406,1,5,35953,1,2,5686
0,0.0,406,1,5,45463,1,5,5686
0,0.0,406,1,5,59669,1,6,5686
0,0.0,406,1,5,76826,1,6,5686
0,0.0,406,1,5,93853,1,10,5686
0,0.0,406,1,5,109297,1,2,5686
0,0.0,406,1,5,139951,1,9,5686
0,0.0,406,1,5,153761,1,7,5686
0,0.0,406,1,4,20332,1,10,5686
0,0.0,406,1,4,35953,1,6,5686
0,0.0,406,1,4,45463,1,5,5686
0,0.0,406,1,4,59669,1,5,5686
0,0.0,406,1,4,76826,1,1,5686
0,0.0,406,1,4,93853,1,8,5686
0,0.0,406,1,4,109297,1,5,5686
0,0.0,406,1,4,139951,1,10,5686
0,0.0,406,1,4,153761,1,5,5686
0,0.0,406,1,7,20332,1,1,5686
0,0.0,406,1,7,35953,1,5,5686
0,0.0,406,1,7,45463,1,6,5686
0,0.0,406,1,7,59669,1,7,5686
0,0.0,406,1,7,76826,1,7,5686
0,0.0,406,1,7,93853,1,7,5686
0,0.0,406,1,7,109297,1,3,5686
0,0.0,406,1,7,139951,1,1,5686
0,0.0,406,1,7,153761,1,4,5686
0,0.0,406,1,6,20332,1,5,5686
0,0.0,406,1,6,35953,1,4,5686
0,0.0,406,1,6,45463,1,6,5686
0,0.0,406,1,6,59669,1,8,5686
0,0.0,406,1,6,76826,1,6,5686
0,0.0,406,1,6,93853,1,4,5686
0,0.0,406,1,6,109297,1,7,5686
0,0.0,406,1,6,139951,1,8,5686
0,0.0,406,1,6,153761,1,7,5686
0,0.0,406,1,6,20332,1,8,5686
0,0.0,406,1,6,35953,1,4,5686
0,0.0,406,1,6,45463,1,3,5686
0,0.0,406,1,6,59669,1,5,5686
0,0.0,406,1,6,76826,1,4,5686
0,0.0,406,1,6,93853,1,7,5686
0,0.0,406,1,6,109297,1,6,5686
0,0.0,406,1,6,139951,1,6,5686
0,0.0,406,1,6,153761,1,4,5686
0,0.0,406,1,7,20332,1,10,5686
0,0.0,406,1,7,35953,1,6,5686
0,0.0,406,1,7,45463,1,7,5686
0,0.0,406,1,7,59669,1,8,5686
0,0.0,406,1,7,76826,1,3,5686
0,0.0,406,1,7,93853,1,6,5686
0,0.0,406,1,7,109297,1,9,5686
0,0.0,406,1,7,139951,1,8,5686
0,0.0,406,1,7,153761,1,8,5686
0,0.0,406,1,5,20332,1,1,5686
0,0.0,406,1,5,35953,1,7,5686
0,0.0,406,1,5,45463,1,5,5686
0,0.0,406,1,5,59669,1,7,5686
0,0.0,406,1,5,76826,1,7,5686
0,0.0,406,1,5,93853,1,7,5686
0,0.0,406,1,5,109297,1,7,5686
0,0.0,406,1,5,139951,1,6,5686
0,0.0,406,1,5,153761,1,6,5686
0,0.0,406,1,0,20332,1,1,5686
0,0.0,406,1,0,35953,1,111.7,5686
0,0.0,406,1,0,45463,1,1,5686
0,0.0,406,1,0,59669,1,6.27,5686
0,0.0,406,1,0,76826,1,254.76,5686
0,0.0,406,1,0,93853,1,316.06,5686
0,0.0,406,1,0,109297,1,0,5686
0,0.0,406,1,0,139951,1,723.21,5686
0,0.0,406,1,0,153761,1,51.37,5686
0,0.0,406,5,7,20332,1,8,5686
0,0.0,406,5,7,35953,1,10,5686
0,0.0,406,5,7,45463,2,4,5686
0,0.0,406,5,7,59669,3,6,5686
0,0.0,406,5,7,76826,1,10,5686
0,0.0,406,5,7,93853,1,10,5686
0,0.0,406,5,7,109297,2,3,5686
0,0.0,406,5,7,139951,1,5,5686
0,0.0,406,5,7,153761,6,4,5686
0,0.0,406,5,6,20332,1,9,5686
0,0.0,406,5,6,35953,1,7,5686
0,0.0,406,5,6,45463,2,7,5686
0,0.0,406,5,6,59669,3,6,5686
0,0.0,406,5,6,76826,1,3,5686
0,0.0,406,5,6,93853,1,6,5686
0,0.0,406,5,6,109297,2,7,5686
0,0.0,406,5,6,139951,1,10,5686
0,0.0,406,5,6,153761,6,7,5686
0,0.0,406,5,8,20332,1,1,5686
0,0.0,406,5,8,35953,1,10,5686
0,0.0,406,5,8,45463,2,10,5686
0,0.0,406,5,8,59669,3,8,5686
0,0.0,406,5,8,76826,1,10,5686
0,0.0,406,5,8,93853,1,10,5686
0,0.0,406,5,8,109297,2,7,5686
0,0.0,406,5,8,139951,1,10,5686
0,0.0,406,5,8,153761,6,8,5686
0,0.0,406,5,5,20332,1,10,5686
0,0.0,406,5,5,35953,1,2,5686
0,0.0,406,5,5,45463,2,5,5686
0,0.0,406,5,5,59669,3,6,5686
0,0.0,406,5,5,76826,1,6,5686
0,0.0,406,5,5,93853,1,10,5686
0,0.0,406,5,5,109297,2,2,5686
0,0.0,406,5,5,139951,1,9,5686
0,0.0,406,5,5,153761,6,7,5686
0,0.0,406,5,4,20332,1,10,5686
0,0.0,406,5,4,35953,1,6,5686
0,0.0,406,5,4,45463,2,5,5686
0,0.0,406,5,4,59669,3,5,5686
0,0.0,406,5,4,76826,1,1,5686
0,0.0,406,5,4,93853,1,8,5686
0,0.0,406,5,4,109297,2,5,5686
0,0.0,406,5,4,139951,1,10,5686
0,0.0,406,5,4,153761,6,5,5686
0,0.0,406,5,7,20332,1,1,5686
0,0.0,406,5,7,35953,1,5,5686
0,0.0,406,5,7,45463,2,6,5686
0,0.0,406,5,7,59669,3,7,5686
0,0.0,406,5,7,76826,1,7,5686
0,0.0,406,5,7,93853,1,7,5686
0,0.0,406,5,7,109297,2,3,5686
0,0.0,406,5,7,139951,1,1,5686
0,0.0,406,5,7,153761,6,4,5686
0,0.0,406,5,6,20332,1,5,5686
0,0.0,406,5,6,35953,1,4,5686
0,0.0,406,5,6,45463,2,6,5686
0,0.0,406,5,6,59669,3,8,5686
0,0.0,406,5,6,76826,1,6,5686
0,0.0,406,5,6,93853,1,4,5686
0,0.0,406,5,6,109297,2,7,5686
0,0.0,406,5,6,139951,1,8,5686
0,0.0,406,5,6,153761,6,7,5686
0,0.0,406,5,6,20332,1,8,5686
0,0.0,406,5,6,35953,1,4,5686
0,0.0,406,5,6,45463,2,3,5686
0,0.0,406,5,6,59669,3,5,5686
0,0.0,406,5,6,76826,1,4,5686
0,0.0,406,5,6,93853,1,7,5686
0,0.0,406,5,6,109297,2,6,5686
0,0.0,406,5,6,139951,1,6,5686
0,0.0,406,5,6,153761,6,4,5686
0,0.0,406,5,7,20332,1,10,5686
0,0.0,406,5,7,35953,1,6,5686
0,0.0,406,5,7,45463,2,7,5686
0,0.0,406,5,7,59669,3,8,5686
0,0.0,406,5,7,76826,1,3,5686
0,0.0,406,5,7,93853,1,6,5686
0,0.0,406,5,7,109297,2,9,5686
0,0.0,406,5,7,139951,1,8,5686
0,0.0,406,5,7,153761,6,8,5686
0,0.0,406,5,5,20332,1,1,5686
0,0.0,406,5,5,35953,1,7,5686
0,0.0,406,5,5,45463,2,5,5686
0,0.0,406,5,5,59669,3,7,5686
0,0.0,406,5,5,76826,1,7,5686
0,0.0,406,5,5,93853,1,7,5686
0,0.0,406,5,5,109297,2,7,5686
0,0.0,406,5,5,139951,1,6,5686
0,0.0,406,5,5,153761,6,6,5686
0,0.0,406,5,0,20332,1,1,5686
0,0.0,406,5,0,35953,1,111.7,5686
0,0.0,406,5,0,45463,2,1,5686
0,0.0,406,5,0,59669,3,6.27,5686
0,0.0,406,5,0,76826,1,254.76,5686
0,0.0,406,5,0,93853,1,316.06,5686
0,0.0,406,5,0,109297,2,0,5686
0,0.0,406,5,0,139951,1,723.21,5686
0,0.0,406,5,0,153761,6,51.37,5686
0,0.0,406,7,6,20332,8,9,5686
0,0.0,406,7,6,35953,10,7,5686
0,0.0,406,7,6,45463,4,7,5686
0,0.0,406,7,6,59669,6,6,5686
0,0.0,406,7,6,76826,10,3,5686
0,0.0,406,7,6,93853,10,6,5686
0,0.0,406,7,6,109297,3,7,5686
0,0.0,406,7,6,139951,5,10,5686
0,0.0,406,7,6,153761,4,7,5686
0,0.0,406,7,8,20332,8,1,5686
0,0.0,406,7,8,35953,10,10,5686
0,0.0,406,7,8,45463,4,10,5686
0,0.0,406,7,8,59669,6,8,5686
0,0.0,406,7,8,76826,10,10,5686
0,0.0,406,7,8,93853,10,10,5686
0,0.0,406,7,8,109297,3,7,5686
0,0.0,406,7,8,139951,5,10,5686
0,0.0,406,7,8,153761,4,8,5686
0,0.0,406,7,5,20332,8,10,5686
0,0.0,406,7,5,35953,10,2,5686
0,0.0,406,7,5,45463,4,5,5686
0,0.0,406,7,5,59669,6,6,5686
0,0.0,406,7,5,76826,10,6,5686
0,0.0,406,7,5,93853,10,10,5686
0,0.0,406,7,5,109297,3,2,5686
0,0.0,406,7,5,139951,5,9,5686
0,0.0,406,7,5,153761,4,7,5686
0,0.0,406,7,4,20332,8,10,5686
0,0.0,406,7,4,35953,10,6,5686
0,0.0,406,7,4,45463,4,5,5686
0,0.0,406,7,4,59669,6,5,5686
0,0.0,406,7,4,76826,10,1,5686
0,0.0,406,7,4,93853,10,8,5686
0,0.0,406,7,4,109297,3,5,5686
0,0.0,406,7,4,139951,5,10,5686
0,0.0,406,7,4,153761,4,5,5686
0,0.0,406,7,7,20332,8,1,5686
0,0.0,406,7,7,35953,10,5,5686
0,0.0,406,7,7,45463,4,6,5686
0,0.0,406,7,7,59669,6,7,5686
0,0.0,406,7,7,76826,10,7,5686
0,0.0,406,7,7,93853,10,7,5686
0,0.0,406,7,7,109297,3,3,5686
0,0.0,406,7,7,139951,5,1,5686
0,0.0,406,7,7,153761,4,4,5686
0,0.0,406,7,6,20332,8,5,5686
0,0.0,406,7,6,35953,10,4,5686
0,0.0,406,7,6,45463,4,6,5686
0,0.0,406,7,6,59669,6,8,5686
0,0.0,406,7,6,76826,10,6,5686
0,0.0,406,7,6,93853,10,4,5686
0,0.0,406,7,6,109297,3,7,5686
0,0.0,406,7,6,139951,5,8,5686
0,0.0,406,7,6,153761,4,7,5686
0,0.0,406,7,6,20332,8,8,5686
0,0.0,406,7,6,35953,10,4,5686
0,0.0,406,7,6,45463,4,3,5686
0,0.0,406,7,6,59669,6,5,5686
0,0.0,406,7,6,76826,10,4,5686
0,0.0,406,7,6,93853,10,7,5686
0,0.0,406,7,6,109297,3,6,5686
0,0.0,406,7,6,139951,5,6,5686
0,0.0,406,7,6,153761,4,4,5686
0,0.0,406,7,7,20332,8,10,5686
0,0.0,406,7,7,35953,10,6,5686
0,0.0,406,7,7,45463,4,7,5686
0,0.0,406,7,7,59669,6,8,5686
0,0.0,406,7,7,76826,10,3,5686
0,0.0,406,7,7,93853,10,6,5686
0,0.0,406,7,7,109297,3,9,5686
0,0.0,406,7,7,139951,5,8,5686
0,0.0,406,7,7,153761,4,8,5686
0,0.0,406,7,5,20332,8,1,5686
0,0.0,406,7,5,35953,10,7,5686
0,0.0,406,7,5,45463,4,5,5686
0,0.0,406,7,5,59669,6,7,5686
0,0.0,406,7,5,76826,10,7,5686
0,0.0,406,7,5,93853,10,7,5686
0,0.0,406,7,5,109297,3,7,5686
0,0.0,406,7,5,139951,5,6,5686
0,0.0,406,7,5,153761,4,6,5686
0,0.0,406,7,0,20332,8,1,5686
0,0.0,406,7,0,35953,10,111.7,5686
0,0.0,406,7,0,45463,4,1,5686
0,0.0,406,7,0,59669,6,6.27,5686
0,0.0,406,7,0,76826,10,254.76,5686
0,0.0,406,7,0,93853,10,316.06,5686
0,0.0,406,7,0,109297,3,0,5686
0,0.0,406,7,0,139951,5,723.21,5686
0,0.0,406,7,0,153761,4,51.37,5686
0,0.0,406,6,8,20332,9,1,5686
0,0.0,406,6,8,35953,7,10,5686
0,0.0,406,6,8,45463,7,10,5686
0,0.0,406,6,8,59669,6,8,5686
0,0.0,406,6,8,76826,3,10,5686
0,0.0,406,6,8,93853,6,10,5686
0,0.0,406,6,8,109297,7,7,5686
0,0.0,406,6,8,139951,10,10,5686
0,0.0,406,6,8,153761,7,8,5686
0,0.0,406,6,5,20332,9,10,5686
0,0.0,406,6,5,35953,7,2,5686
0,0.0,406,6,5,45463,7,5,5686
0,0.0,406,6,5,59669,6,6,5686
0,0.0,406,6,5,76826,3,6,5686
0,0.0,406,6,5,93853,6,10,5686
0,0.0,406,6,5,109297,7,2,5686
0,0.0,406,6,5,139951,10,9,5686
0,0.0,406,6,5,153761,7,7,5686
0,0.0,406,6,4,20332,9,10,5686
0,0.0,406,6,4,35953,7,6,5686
0,0.0,406,6,4,45463,7,5,5686
0,0.0,406,6,4,59669,6,5,5686
0,0.0,406,6,4,76826,3,1,5686
0,0.0,406,6,4,93853,6,8,5686
0,0.0,406,6,4,109297,7,5,5686
0,0.0,406,6,4,139951,10,10,5686
0,0.0,406,6,4,153761,7,5,5686
0,0.0,406,6,7,20332,9,1,5686
0,0.0,406,6,7,35953,7,5,5686
0,0.0,406,6,7,45463,7,6,5686
0,0.0,406,6,7,59669,6,7,5686
0,0.0,406,6,7,76826,3,7,5686
0,0.0,406,6,7,93853,6,7,5686
0,0.0,406,6,7,109297,7,3,5686
0,0.0,406,6,7,139951,10,1,5686
0,0.0,406,6,7,153761,7,4,5686
0,0.0,406,6,6,20332,9,5,5686
0,0.0,406,6,6,35953,7,4,5686
0,0.0,406,6,6,45463,7,6,5686
0,0.0,406,6,6,59669,6,8,5686
0,0.0,406,6,6,76826,3,6,5686
0,0.0,406,6,6,93853,6,4,5686
0,0.0,406,6,6,109297,7,7,5686
0,0.0,406,6,6,139951,10,8,5686
0,0.0,406,6,6,153761,7,7,5686
0,0.0,406,6,6,20332,9,8,5686
0,0.0,406,6,6,35953,7,4,5686
0,0.0,406,6,6,45463,7,3,5686
0,0.0,406,6,6,59669,6,5,5686
0,0.0,406,6,6,76826,3,4,5686
0,0.0,406,6,6,93853,6,7,5686
0,0.0,406,6,6,109297,7,6,5686
0,0.0,406,6,6,139951,10,6,5686
0,0.0,406,6,6,153761,7,4,5686
0,0.0,406,6,7,20332,9,10,5686
0,0.0,406,6,7,35953,7,6,5686
0,0.0,406,6,7,45463,7,7,5686
0,0.0,406,6,7,59669,6,8,5686
0,0.0,406,6,7,76826,3,3,5686
0,0.0,406,6,7,93853,6,6,5686
0,0.0,406,6,7,109297,7,9,5686
0,0.0,406,6,7,139951,10,8,5686
0,0.0,406,6,7,153761,7,8,5686
0,0.0,406,6,5,20332,9,1,5686
0,0.0,406,6,5,35953,7,7,5686
0,0.0,406,6,5,45463,7,5,5686
0,0.0,406,6,5,59669,6,7,5686
0,0.0,406,6,5,76826,3,7,5686
0,0.0,406,6,5,93853,6,7,5686
0,0.0,406,6,5,109297,7,7,5686
0,0.0,406,6,5,139951,10,6,5686
0,0.0,406,6,5,153761,7,6,5686
0,0.0,406,6,0,20332,9,1,5686
0,0.0,406,6,0,35953,7,111.7,5686
0,0.0,406,6,0,45463,7,1,5686
0,0.0,406,6,0,59669,6,6.27,5686
0,0.0,406,6,0,76826,3,254.76,5686
0,0.0,406,6,0,93853,6,316.06,5686
0,0.0,406,6,0,109297,7,0,5686
0,0.0,406,6,0,139951,10,723.21,5686
0,0.0,406,6,0,153761,7,51.37,5686
0,0.0,406,8,5,20332,1,10,5686
0,0.0,406,8,5,35953,10,2,5686
0,0.0,406,8,5,45463,10,5,5686
0,0.0,406,8,5,59669,8,6,5686
0,0.0,406,8,5,76826,10,6,5686
0,0.0,406,8,5,93853,10,10,5686
0,0.0,406,8,5,109297,7,2,5686
0,0.0,406,8,5,139951,10,9,5686
0,0.0,406,8,5,153761,8,7,5686
0,0.0,406,8,4,20332,1,10,5686
0,0.0,406,8,4,35953,10,6,5686
0,0.0,406,8,4,45463,10,5,5686
0,0.0,406,8,4,59669,8,5,5686
0,0.0,406,8,4,76826,10,1,5686
0,0.0,406,8,4,93853,10,8,5686
0,0.0,406,8,4,109297,7,5,5686
0,0.0,406,8,4,139951,10,10,5686
0,0.0,406,8,4,153761,8,5,5686
0,0.0,406,8,7,20332,1,1,5686
0,0.0,406,8,7,35953,10,5,5686
0,0.0,406,8,7,45463,10,6,5686
0,0.0,406,8,7,59669,8,7,5686
0,0.0,406,8,7,76826,10,7,5686
0,0.0,406,8,7,93853,10,7,5686
0,0.0,406,8,7,109297,7,3,5686
0,0.0,406,8,7,139951,10,1,5686
0,0.0,406,8,7,153761,8,4,5686
0,0.0,406,8,6,20332,1,5,5686
0,0.0,406,8,6,35953,10,4,5686
0,0.0,406,8,6,45463,10,6,5686
0,0.0,406,8,6,59669,8,8,5686
0,0.0,406,8,6,76826,10,6,5686
0,0.0,406,8,6,93853,10,4,5686
0,0.0,406,8,6,109297,7,7,5686
0,0.0,406,8,6,139951,10,8,5686
0,0.0,406,8,6,153761,8,7,5686
0,0.0,406,8,6,20332,1,8,5686
0,0.0,406,8,6,35953,10,4,5686
0,0.0,406,8,6,45463,10,3,5686
0,0.0,406,8,6,59669,8,5,5686
0,0.0,406,8,6,76826,10,4,5686
0,0.0,406,8,6,93853,10,7,5686
0,0.0,406,8,6,109297,7,6,5686
0,0.0,406,8,6,139951,10,6,5686
0,0.0,406,8,6,153761,8,4,5686
0,0.0,406,8,7,20332,1,10,5686
0,0.0,406,8,7,35953,10,6,5686
0,0.0,406,8,7,45463,10,7,5686
0,0.0,406,8,7,59669,8,8,5686
0,0.0,406,8,7,76826,10,3,5686
0,0.0,406,8,7,93853,10,6,5686
0,0.0,406,8,7,109297,7,9,5686
0,0.0,406,8,7,139951,10,8,5686
0,0.0,406,8,7,153761,8,8,5686
0,0.0,406,8,5,20332,1,1,5686
0,0.0,406,8,5,35953,10,7,5686
0,0.0,406,8,5,45463,10,5,5686
0,0.0,406,8,5,59669,8,7,5686
0,0.0,406,8,5,76826,10,7,5686
0,0.0,406,8,5,93853,10,7,5686
0,0.0,406,8,5,109297,7,7,5686
0,0.0,406,8,5,139951,10,6,5686
0,0.0,406,8,5,153761,8,6,5686
0,0.0,406,8,0,20332,1,1,5686
0,0.0,406,8,0,35953,10,111.7,5686
0,0.0,406,8,0,45463,10,1,5686
0,0.0,406,8,0,59669,8,6.27,5686
0,0.0,406,8,0,76826,10,254.76,5686
0,0.0,406,8,0,93853,10,316.06,5686
0,0.0,406,8,0,109297,7,0,5686
0,0.0,406,8,0,139951,10,723.21,5686
0,0.0,406,8,0,153761,8,51.37,5686
0,0.0,406,5,4,20332,10,10,5686
0,0.0,406,5,4,35953,2,6,5686
0,0.0,406,5,4,45463,5,5,5686
0,0.0,406,5,4,59669,6,5,5686
0,0.0,406,5,4,76826,6,1,5686
0,0.0,406,5,4,93853,10,8,5686
0,0.0,406,5,4,109297,2,5,5686
0,0.0,406,5,4,139951,9,10,5686
0,0.0,406,5,4,153761,7,5,5686
0,0.0,406,5,7,20332,10,1,5686
0,0.0,406,5,7,35953,2,5,5686
0,0.0,406,5,7,45463,5,6,5686
0,0.0,406,5,7,59669,6,7,5686
0,0.0,406,5,7,76826,6,7,5686
0,0.0,406,5,7,93853,10,7,5686
0,0.0,406,5,7,109297,2,3,5686
0,0.0,406,5,7,139951,9,1,5686
0,0.0,406,5,7,153761,7,4,5686
0,0.0,406,5,6,20332,10,5,5686
0,0.0,406,5,6,35953,2,4,5686
0,0.0,406,5,6,45463,5,6,5686
0,0.0,406,5,6,59669,6,8,5686
0,0.0,406,5,6,76826,6,6,5686
0,0.0,406,5,6,93853,10,4,5686
0,0.0,406,5,6,109297,2,7,5686
0,0.0,406,5,6,139951,9,8,5686
0,0.0,406,5,6,153761,7,7,5686
0,0.0,406,5,6,20332,10,8,5686
0,0.0,406,5,6,35953,2,4,5686
0,0.0,406,5,6,45463,5,3,5686
0,0.0,406,5,6,59669,6,5,5686
0,0.0,406,5,6,76826,6,4,5686
0,0.0,406,5,6,93853,10,7,5686
0,0.0,406,5,6,109297,2,6,5686
0,0.0,406,5,6,139951,9,6,5686
0,0.0,406,5,6,153761,7,4,5686
0,0.0,406,5,7,20332,10,10,5686
0,0.0,406,5,7,35953,2,6,5686
0,0.0,406,5,7,45463,5,7,5686
0,0.0,406,5,7,59669,6,8,5686
0,0.0,406,5,7,76826,6,3,5686
0,0.0,406,5,7,93853,10,6,5686
0,0.0,406,5,7,109297,2,9,5686
0,0.0,406,5,7,139951,9,8,5686
0,0.0,406,5,7,153761,7,8,5686
0,0.0,406,5,5,20332,10,1,5686
0,0.0,406,5,5,35953,2,7,5686
0,0.0,406,5,5,45463,5,5,5686
0,0.0,406,5,5,59669,6,7,5686
0,0.0,406,5,5,76826,6,7,5686
0,0.0,406,5,5,93853,10,7,5686
0,0.0,406,5,5,109297,2,7,5686
0,0.0,406,5,5,139951,9,6,5686
0,0.0,406,5,5,153761,7,6,5686
0,0.0,406,5,0,20332,10,1,5686
0,0.0,406,5,0,35953,2,111.7,5686
0,0.0,406,5,0,45463,5,1,5686
0,0.0,406,5,0,59669,6,6.27,5686
0,0.0,406,5,0,76826,6,254.76,5686
0,0.0,406,5,0,93853,10,316.06,5686
0,0.0,406,5,0,109297,2,0,5686
0,0.0,406,5,0,139951,9,723.21,5686
0,0.0,406,5,0,153761,7,51.37,5686
0,0.0,406,4,7,20332,10,1,5686
0,0.0,406,4,7,35953,6,5,5686
0,0.0,406,4,7,45463,5,6,5686
0,0.0,406,4,7,59669,5,7,5686
0,0.0,406,4,7,76826,1,7,5686
0,0.0,406,4,7,93853,8,7,5686
0,0.0,406,4,7,109297,5,3,5686
0,0.0,406,4,7,139951,10,1,5686
0,0.0,406,4,7,153761,5,4,5686
0,0.0,406,4,6,20332,10,5,5686
0,0.0,406,4,6,35953,6,4,5686
0,0.0,406,4,6,45463,5,6,5686
0,0.0,406,4,6,59669,5,8,5686
0,0.0,406,4,6,76826,1,6,5686
0,0.0,406,4,6,93853,8,4,5686
0,0.0,406,4,6,109297,5,7,5686
0,0.0,406,4,6,139951,10,8,5686
0,0.0,406,4,6,153761,5,7,5686
0,0.0,406,4,6,20332,10,8,5686
0,0.0,406,4,6,35953,6,4,5686
0,0.0,406,4,6,45463,5,3,5686
0,0.0,406,4,6,59669,5,5,5686
0,0.0,406,4,6,76826,1,4,5686
0,0.0,406,4,6,93853,8,7,5686
0,0.0,406,4,6,109297,5,6,5686
0,0.0,406,4,6,139951,10,6,5686
0,0.0,406,4,6,153761,5,4,5686
0,0.0,406,4,7,20332,10,10,5686
0,0.0,406,4,7,35953,6,6,5686
0,0.0,406,4,7,45463,5,7,5686
0,0.0,406,4,7,59669,5,8,5686
0,0.0,406,4,7,76826,1,3,5686
0,0.0,406,4,7,93853,8,6,5686
0,0.0,406,4,7,109297,5,9,5686
0,0.0,406,4,7,139951,10,8,5686
0,0.0,406,4,7,153761,5,8,5686
0,0.0,406,4,5,20332,10,1,5686
0,0.0,406,4,5,35953,6,7,5686
0,0.0,406,4,5,45463,5,5,5686
0,0.0,406,4,5,59669,5,7,5686
0,0.0,406,4,5,76826,1,7,5686
0,0.0,406,4,5,93853,8,7,5686
0,0.0,406,4,5,109297,5,7,5686
0,0.0,406,4,5,139951,10,6,5686
0,0.0,406,4,5,153761,5,6,5686
0,0.0,406,4,0,20332,10,1,5686
0,0.0,406,4,0,35953,6,111.7,5686
0,0.0,406,4,0,45463,5,1,5686
0,0.0,406,4,0,59669,5,6.27,5686
0,0.0,406,4,0,76826,1,254.76,5686
0,0.0,406,4,0,93853,8,316.06,5686
0,0.0,406,4,0,109297,5,0,5686
0,0.0,406,4,0,139951,10,723.21,5686
0,0.0,406,4,0,153761,5,51.37,5686
0,0.0,406,7,6,20332,1,5,5686
0,0.0,406,7,6,35953,5,4,5686
0,0.0,406,7,6,45463,6,6,5686
0,0.0,406,7,6,59669,7,8,5686
0,0.0,406,7,6,76826,7,6,5686
0,0.0,406,7,6,93853,7,4,5686
0,0.0,406,7,6,109297,3,7,5686
0,0.0,406,7,6,139951,1,8,5686
0,0.0,406,7,6,153761,4,7,5686
0,0.0,406,7,6,20332,1,8,5686
0,0.0,406,7,6,35953,5,4,5686
0,0.0,406,7,6,45463,6,3,5686
0,0.0,406,7,6,59669,7,5,5686
0,0.0,406,7,6,76826,7,4,5686
0,0.0,406,7,6,93853,7,7,5686
0,0.0,406,7,6,109297,3,6,5686
0,0.0,406,7,6,139951,1,6,5686
0,0.0,406,7,6,153761,4,4,5686
0,0.0,406,7,7,20332,1,10,5686
0,0.0,406,7,7,35953,5,6,5686
0,0.0,406,7,7,45463,6,7,5686
0,0.0,406,7,7,59669,7,8,5686
0,0.0,406,7,7,76826,7,3,5686
